query_id,customer_id,query_text,product_category,query_type,resolution_time_hours,customer_satisfaction,customer_tier,customer_tenure_months,customer_total_orders,customer_avg_order_value,query_length_words,has_order_reference,is_urgent,created_datetime,hour_of_day,day_of_week,is_weekend,query_complexity_score
QRY_002128,CUST_0128,Can I return this Coffee Maker even though it's been 40 days?,Home & Garden,Returns,4.63,3.0,Bronze,9.0,9,162.41,12,False,False,2025-06-26 13:18:21,13,3,False,0.139
QRY_002129,CUST_0129,My credit card shows a charge of $252.00 but I only ordered items worth $226.00,Clothing,Billing,3.01,2.8,Bronze,20.2,10,136.51,15,False,False,2025-01-28 04:30:21,4,1,False,0.365
QRY_002130,CUST_0130,Can you expedite shipping for order #ORD641554? I need it urgently,Electronics,Shipping,2.43,4.4,Gold,3.9,9,101.06,11,True,True,2025-02-09 04:06:55,4,6,True,0.64
QRY_002131,CUST_0131,The tracking shows my package is stuck in Lake Lisastad for 3 days,Books,Shipping,2.05,3.9,Silver,24.6,14,111.31,13,False,False,2025-01-10 19:19:32,19,4,False,0.442
QRY_002132,CUST_0132,The tracking shows my package is stuck in Gregorytown for 3 days,Sports,Shipping,3.26,3.6,Bronze,57.4,13,87.77,12,False,False,2025-05-14 08:19:02,8,2,False,0.55
QRY_002133,CUST_0133,The tracking shows my package is stuck in Lake Juliefurt for 3 days,Clothing,Shipping,2.57,4.0,Silver,70.6,8,272.29,13,False,False,2025-06-28 13:34:47,13,5,True,0.67
QRY_002134,CUST_0134,How do I reset my Programming Book to factory settings?,Books,Technical Support,4.51,2.6,Bronze,49.4,18,156.46,10,False,False,2025-02-20 13:50:31,13,3,False,0.073
QRY_002135,CUST_0135,What are the dimensions of the Comic Book?,Books,Product Info,1.07,4.1,Silver,61.4,14,244.1,8,False,False,2025-09-15 22:41:39,22,0,False,0.197
QRY_002136,CUST_0136,When will the Running Shoes be back in stock?,Sports,Product Info,1.24,4.6,Silver,32.0,11,217.27,9,False,False,2025-07-28 01:49:53,1,0,False,0.113
QRY_002137,CUST_0137,The Bike Helmet app keeps crashing on my phone,Sports,Technical Support,2.86,3.7,Platinum,43.8,17,65.38,9,False,False,2024-11-23 00:45:20,0,5,True,0.266
QRY_002138,CUST_0138,What are the dimensions of the Running Shoes?,Sports,Product Info,1.39,,Bronze,9.8,15,226.48,8,False,False,2025-09-17 13:11:47,13,2,False,0.323
QRY_002139,CUST_0139,My package was delivered but I wasn't home. Where is it now?,Sports,Shipping,1.4,4.0,Bronze,12.2,12,85.5,12,False,False,2025-07-27 22:44:16,22,6,True,0.076
QRY_002140,CUST_0140,I ordered Dumbbells but received Headphones instead,Sports,Returns,2.9,3.9,Silver,14.4,9,85.25,7,False,False,2025-09-26 10:38:53,10,4,False,0.087
QRY_002141,CUST_0141,I ordered Basketball but received Jeans instead,Sports,Returns,2.06,3.8,Bronze,4.7,12,138.45,7,False,False,2024-11-13 14:51:03,14,2,False,0.542
QRY_002142,CUST_0142,The Bike Helmet arrived damaged. How do I return it?,Sports,Returns,4.09,3.3,Silver,24.0,8,184.81,10,False,False,2024-11-25 13:44:18,13,0,False,0.555
QRY_002143,CUST_0143,Is the Gaming Console compatible with Gaming Console?,Electronics,Product Info,2.33,3.6,Bronze,138.4,12,150.7,8,False,False,2024-10-22 05:22:07,5,1,False,0.149
QRY_002144,CUST_0144,The Garden Hose arrived damaged. How do I return it?,Home & Garden,Returns,3.65,2.7,Bronze,54.8,9,148.79,10,False,False,2025-09-03 15:36:36,15,2,False,0.116
QRY_002145,CUST_0145,I lost my receipt but want to return this Smart Watch,Electronics,Returns,3.6,3.3,Bronze,15.3,13,137.25,11,False,False,2025-01-29 14:13:51,14,2,False,0.177
QRY_002146,CUST_0146,I ordered Garden Hose but received Jacket instead,Home & Garden,Returns,4.15,3.3,Silver,13.9,11,,8,False,False,2025-05-16 06:44:52,6,4,False,0.172
QRY_002147,CUST_0147,I need to change the delivery address for order #ORD583187,Clothing,Shipping,1.57,5.0,Bronze,4.8,11,94.47,10,True,False,2025-01-04 05:15:57,5,5,True,0.235
QRY_002148,CUST_0148,The Sweater app keeps crashing on my phone,Clothing,Technical Support,3.68,3.2,Bronze,4.1,14,237.61,8,False,False,2025-08-30 08:10:32,8,5,True,0.268
QRY_002149,CUST_0149,How do I reset my Smart Watch to factory settings?,Electronics,Technical Support,4.02,3.0,Bronze,6.0,9,123.77,10,False,False,2025-01-20 07:57:17,7,0,False,0.271
QRY_002150,CUST_0150,The tracking shows my package is stuck in Courtneyville for 3 days,Clothing,Shipping,1.66,5.0,Silver,6.5,7,,12,False,False,2024-10-25 21:09:49,21,4,False,0.337
QRY_002151,CUST_0151,I lost my receipt but want to return this Tennis Racket,Sports,Returns,3.5,2.4,Silver,46.5,16,95.95,11,False,False,2025-09-26 21:52:06,21,4,False,0.023
QRY_002152,CUST_0152,I was charged twice for my order #ORD196619. Can you help me get a refund?,Home & Garden,Billing,4.02,2.9,Bronze,54.4,9,180.8,15,True,False,2024-10-26 23:11:45,23,5,True,0.516
QRY_002153,CUST_0153,My order #ORD591202 was supposed to arrive yesterday but I haven't received it,Electronics,Shipping,4.07,2.8,Bronze,21.0,11,123.86,13,True,False,2025-06-29 03:55:56,3,6,True,0.408
QRY_002154,CUST_0154,Why was I charged tax on my order when I live in Maine?,Electronics,Billing,3.88,,Bronze,11.5,13,202.45,13,False,False,2025-09-26 01:03:21,1,4,False,0.292
QRY_002155,CUST_0155,When will the Jeans be back in stock?,Clothing,Product Info,0.98,4.9,Silver,12.6,12,160.55,8,False,False,2025-01-12 20:11:33,20,6,True,0.333
QRY_002156,CUST_0156,Why was I charged tax on my order when I live in Connecticut?,Clothing,Billing,1.28,4.2,Gold,3.6,17,145.16,13,False,False,2024-12-02 14:36:09,14,0,False,0.186
QRY_002157,CUST_0157,My order #ORD438044 was supposed to arrive yesterday but I haven't received it,Sports,Shipping,1.73,4.0,Gold,38.6,11,165.39,13,True,False,2025-04-02 02:35:52,2,2,False,0.104
QRY_002158,CUST_0158,When will the Dumbbells be back in stock?,Sports,Product Info,1.17,4.3,Silver,7.2,8,64.49,8,False,False,2024-12-14 23:38:37,23,5,True,0.023
QRY_002159,CUST_0159,I lost my receipt but want to return this Vacuum Cleaner,Home & Garden,Returns,3.46,3.3,Bronze,59.0,7,170.41,11,False,False,2025-03-01 22:40:53,22,5,True,0.27
QRY_002160,CUST_0160,I was charged twice for my order #ORD659333. Can you help me get a refund?,Home & Garden,Billing,2.54,3.5,Silver,42.5,9,64.87,15,True,False,2025-10-14 22:34:50,22,1,False,0.458
QRY_002161,CUST_0161,I ordered Jeans but received Boots instead,Clothing,Returns,4.07,3.0,Bronze,55.3,17,233.27,7,False,False,2025-08-15 16:57:51,16,4,False,0.394
QRY_002162,CUST_0162,The Yoga Mat makes a strange noise when I use it,Sports,Technical Support,6.55,2.0,Bronze,59.0,11,200.72,11,False,False,2025-04-09 02:59:40,2,2,False,0.101
QRY_002163,CUST_0163,The Headphones arrived damaged. How do I return it?,Electronics,Returns,5.57,2.0,Silver,1.2,8,159.34,9,False,False,2025-05-30 01:22:39,1,4,False,0.268
QRY_002164,CUST_0164,I can't connect my Tennis Racket to WiFi. What should I do?,Sports,Technical Support,5.67,3.2,Bronze,11.8,10,112.23,12,False,False,2024-12-06 04:12:39,4,4,False,0.184
QRY_002165,CUST_0165,Why was I charged tax on my order when I live in Idaho?,Electronics,Billing,4.96,3.3,Silver,8.5,13,174.67,13,False,False,2025-03-31 05:53:34,5,0,False,0.356
QRY_002166,CUST_0166,My credit card shows a charge of $429.00 but I only ordered items worth $179.00,Electronics,Billing,3.52,,Silver,5.8,13,159.24,15,False,False,2024-12-10 07:48:26,7,1,False,0.206
QRY_002167,CUST_0167,I can't connect my Yoga Mat to WiFi. What should I do?,Sports,Technical Support,2.73,2.9,Silver,21.8,10,148.25,12,False,False,2025-04-28 16:49:15,16,0,False,0.075
QRY_002168,CUST_0168,My package was delivered but I wasn't home. Where is it now?,Clothing,Shipping,1.75,2.7,Silver,13.7,9,238.54,12,False,False,2025-03-16 00:28:39,0,6,True,0.293
QRY_002169,CUST_0169,I was charged twice for my order #ORD477898. Can you help me get a refund?,Electronics,Billing,2.76,3.9,Gold,28.5,9,113.64,15,True,False,2025-07-17 16:47:46,16,3,False,0.057
QRY_002170,CUST_0170,When will the Yoga Mat be back in stock?,Sports,Product Info,0.94,4.8,Gold,3.5,20,137.62,9,False,False,2025-09-12 23:36:45,23,4,False,0.31
QRY_002171,CUST_0171,My order #ORD865071 was supposed to arrive yesterday but I haven't received it,Home & Garden,Shipping,2.49,3.8,Bronze,18.7,15,191.7,13,True,False,2025-10-10 06:56:24,6,4,False,0.193
QRY_002172,CUST_0172,I can't connect my Jacket to WiFi. What should I do?,Clothing,Technical Support,5.03,2.0,Bronze,16.1,19,172.96,11,False,False,2025-02-09 02:16:10,2,6,True,0.228
QRY_002173,CUST_0173,Why was I charged tax on my order when I live in New Jersey?,Home & Garden,Billing,2.85,3.5,Silver,62.2,8,95.95,14,False,False,2025-10-14 08:13:33,8,1,False,0.237
QRY_002174,CUST_0174,My package was delivered but I wasn't home. Where is it now?,Books,Shipping,0.55,5.0,Gold,85.0,19,202.66,12,False,False,2024-11-08 08:11:50,8,4,False,0.157
QRY_002175,CUST_0175,My credit card shows a charge of $464.00 but I only ordered items worth $196.00,Clothing,Billing,1.72,4.1,Gold,44.7,10,154.81,15,False,False,2025-07-18 00:54:03,0,4,False,0.281
QRY_002176,CUST_0176,My credit card shows a charge of $154.00 but I only ordered items worth $103.00,Electronics,Billing,5.08,2.8,Bronze,3.1,6,126.89,15,False,False,2025-03-10 23:50:23,23,0,False,0.452
QRY_002177,CUST_0177,When will the Dumbbells be back in stock?,Sports,Product Info,1.52,4.4,Bronze,31.0,5,,8,False,False,2025-09-07 20:58:19,20,6,True,0.373
QRY_002178,CUST_0178,I need to change the delivery address for order #ORD870651,Books,Shipping,1.7,3.2,Bronze,23.6,17,159.83,10,True,False,2024-12-11 12:17:36,12,2,False,0.038
QRY_002179,CUST_0179,Why was I charged tax on my order when I live in Colorado?,Sports,Billing,2.38,4.5,Bronze,0.6,17,154.11,13,False,False,2025-09-05 09:36:24,9,4,False,0.164
QRY_002180,CUST_0180,I need to update my billing address for order #ORD196598,Clothing,Billing,1.18,2.9,Gold,38.5,15,203.27,10,True,False,2025-08-02 09:57:14,9,5,True,0.376
QRY_002181,CUST_0181,Can you tell me more about the warranty for Dumbbells?,Sports,Product Info,1.77,4.8,Silver,23.7,15,228.98,10,False,False,2025-04-08 01:37:33,1,1,False,0.253
QRY_002182,CUST_0182,Why was I charged tax on my order when I live in Tennessee?,Home & Garden,Billing,2.3,3.9,Bronze,2.8,10,123.86,13,False,False,2025-09-24 20:28:17,20,2,False,0.072
QRY_002183,CUST_0183,What are the dimensions of the Lawn Mower?,Home & Garden,Product Info,0.69,5.0,Bronze,6.4,4,148.27,8,False,False,2024-12-18 22:03:02,22,2,False,0.257
QRY_002184,CUST_0184,My credit card shows a charge of $462.00 but I only ordered items worth $61.00,Books,Billing,2.86,2.9,Bronze,27.3,15,161.71,15,False,False,2025-05-20 20:35:57,20,1,False,0.114
QRY_002185,CUST_0185,I was charged twice for my order #ORD523455. Can you help me get a refund?,Clothing,Billing,2.32,4.1,Silver,50.7,19,93.86,15,True,False,2025-02-13 11:56:05,11,3,False,0.274
QRY_002186,CUST_0186,When will the MacBook be back in stock?,Electronics,Product Info,1.01,4.8,Platinum,6.3,19,169.12,8,False,False,2025-01-31 05:06:30,5,4,False,0.299
QRY_002187,CUST_0187,I need a receipt for my purchase #ORD642013 for tax purposes,Home & Garden,Billing,2.6,3.4,Silver,17.3,9,118.84,11,True,False,2025-08-02 06:00:34,6,5,True,0.03
QRY_002188,CUST_0188,I need to update my billing address for order #ORD252275,Clothing,Billing,1.06,5.0,Gold,10.3,11,122.23,10,True,False,2025-03-18 23:54:30,23,1,False,0.197
QRY_002189,CUST_0189,I need to change the delivery address for order #ORD150350,Clothing,Shipping,1.33,4.2,Silver,4.0,16,160.15,10,True,False,2025-02-16 06:37:51,6,6,True,0.117
QRY_002190,CUST_0190,My Novel stopped working after 2 weeks. Can you help?,Books,Technical Support,3.55,2.8,Silver,20.8,9,74.21,10,False,False,2024-11-07 21:04:06,21,3,False,0.513
QRY_002191,CUST_0191,I ordered Vacuum Cleaner but received Comic Book instead,Home & Garden,Returns,3.02,4.3,Gold,74.8,14,141.15,9,False,False,2024-11-27 04:34:14,4,2,False,0.072
QRY_002192,CUST_0192,Is the Sneakers compatible with Sneakers?,Clothing,Product Info,2.26,4.6,Bronze,7.2,14,110.09,6,False,False,2024-10-28 12:55:33,12,0,False,0.3
QRY_002193,CUST_0193,The Couch makes a strange noise when I use it,Home & Garden,Technical Support,11.14,1.8,Bronze,6.0,14,149.18,10,False,False,2024-11-12 00:18:37,0,1,False,0.539
QRY_002194,CUST_0194,The Biography makes a strange noise when I use it,Books,Technical Support,1.87,3.2,Silver,21.5,16,209.42,10,False,False,2025-05-19 21:37:40,21,0,False,0.291
QRY_002195,CUST_0195,The Dumbbells makes a strange noise when I use it,Sports,Technical Support,2.78,2.6,Silver,20.0,15,191.02,10,False,False,2025-05-24 23:46:46,23,5,True,0.412
QRY_002196,CUST_0196,I want to return the Textbook I ordered. It doesn't fit properly,Books,Returns,2.58,4.0,Silver,27.4,13,175.36,12,False,False,2024-11-22 20:16:49,20,4,False,0.333
QRY_002197,CUST_0197,The Couch app keeps crashing on my phone,Home & Garden,Technical Support,4.23,3.0,Bronze,51.1,17,141.64,8,False,False,2025-04-29 21:50:36,21,1,False,0.503
QRY_002198,CUST_0198,Why was I charged tax on my order when I live in Illinois?,Electronics,Billing,4.94,3.6,Bronze,32.7,8,157.34,13,False,False,2024-12-06 22:40:35,22,4,False,0.18
QRY_002199,CUST_0199,My package was delivered but I wasn't home. Where is it now?,Sports,Shipping,0.96,4.8,Gold,17.0,13,182.27,12,False,False,2024-11-25 20:54:24,20,0,False,0.41
QRY_002200,CUST_0200,When will the Gaming Console be back in stock?,Electronics,Product Info,1.51,4.6,Gold,2.7,15,258.16,9,False,False,2025-03-15 01:01:52,1,5,True,0.704
QRY_002201,CUST_0201,My package was delivered but I wasn't home. Where is it now?,Books,Shipping,0.72,5.0,Platinum,10.0,14,203.68,12,False,False,2024-11-17 05:31:17,5,6,True,0.49
QRY_002202,CUST_0202,The iPhone arrived damaged. How do I return it?,Electronics,Returns,4.21,2.4,Bronze,20.9,10,98.67,9,False,False,2025-08-27 05:42:49,5,2,False,0.234
QRY_002203,CUST_0203,My credit card shows a charge of $267.00 but I only ordered items worth $244.00,Books,Billing,1.41,4.4,Bronze,49.3,15,228.28,15,False,False,2025-04-30 10:55:41,10,2,False,0.082
QRY_002204,CUST_0204,Can you tell me more about the warranty for Samsung TV?,Electronics,Product Info,1.28,4.3,Silver,14.2,11,146.71,11,False,False,2025-02-26 07:23:37,7,2,False,0.17
QRY_002205,CUST_0205,My credit card shows a charge of $50.00 but I only ordered items worth $44.00,Electronics,Billing,3.95,3.1,Bronze,38.0,14,162.19,15,False,False,2024-11-02 04:26:20,4,5,True,0.275
QRY_002206,CUST_0206,I lost my receipt but want to return this Dining Table,Home & Garden,Returns,4.59,2.7,Silver,7.7,20,121.8,11,False,False,2024-12-15 19:58:32,19,6,True,0.455
QRY_002207,CUST_0207,I need to change the delivery address for order #ORD901733,Books,Shipping,1.0,4.2,Silver,69.0,11,73.72,10,True,False,2024-12-12 00:49:47,0,3,False,0.123
QRY_002208,CUST_0208,Can you tell me more about the warranty for Headphones?,Electronics,Product Info,0.61,5.0,Platinum,12.6,17,115.4,10,False,False,2025-04-29 09:41:27,9,1,False,0.295
QRY_002209,CUST_0209,Is the Dress compatible with Sweater?,Clothing,Product Info,1.05,2.5,Bronze,0.8,14,145.89,6,False,False,2024-12-19 08:31:27,8,3,False,0.181
QRY_002210,CUST_0210,I need to change the delivery address for order #ORD804892,Sports,Shipping,0.62,5.0,Platinum,4.9,15,205.86,10,True,False,2024-11-21 07:10:06,7,3,False,0.204
QRY_002211,CUST_0211,My order #ORD426275 was supposed to arrive yesterday but I haven't received it,Books,Shipping,2.63,,Bronze,0.8,18,145.51,13,True,False,2025-01-25 19:42:17,19,5,True,0.6
QRY_002212,CUST_0212,How do I reset my Dress to factory settings?,Clothing,Technical Support,6.71,1.8,Bronze,3.2,14,222.01,9,False,False,2025-06-27 04:39:11,4,4,False,0.274
QRY_002213,CUST_0213,My Couch stopped working after 2 weeks. Can you help?,Home & Garden,Technical Support,8.29,2.3,Bronze,16.2,9,127.69,10,False,False,2025-09-16 05:58:56,5,1,False,0.048
QRY_002214,CUST_0214,My order #ORD589187 was supposed to arrive yesterday but I haven't received it,Books,Shipping,1.85,3.9,Bronze,1.8,11,55.52,13,True,False,2025-04-06 20:18:12,20,6,True,0.382
QRY_002215,CUST_0215,I can't connect my Textbook to WiFi. What should I do?,Books,Technical Support,1.89,3.4,Silver,8.3,15,101.65,11,False,False,2025-05-02 03:13:00,3,4,False,0.121
QRY_002216,CUST_0216,Why was I charged tax on my order when I live in New Hampshire?,Books,Billing,1.68,3.8,Bronze,103.6,8,147.61,14,False,False,2025-06-15 16:01:50,16,6,True,0.279
QRY_002217,CUST_0217,The Samsung TV makes a strange noise when I use it,Electronics,Technical Support,5.05,,Silver,29.1,13,160.42,11,False,False,2024-10-20 17:31:31,17,6,True,0.317
QRY_002218,CUST_0218,My order #ORD206043 was supposed to arrive yesterday but I haven't received it,Books,Shipping,1.82,3.1,Bronze,10.4,11,47.91,13,True,False,2025-03-21 17:03:17,17,4,False,0.101
QRY_002219,CUST_0219,Why was I charged tax on my order when I live in California?,Sports,Billing,3.31,3.5,Silver,28.1,15,219.97,13,False,False,2025-07-04 12:25:37,12,4,False,0.302
QRY_002220,CUST_0220,Why was I charged tax on my order when I live in Colorado?,Books,Billing,3.11,3.4,Bronze,66.1,14,196.23,13,False,False,2025-10-02 05:16:43,5,3,False,0.529
QRY_002221,CUST_0221,I lost my receipt but want to return this iPhone,Electronics,Returns,4.62,3.2,Bronze,40.5,12,253.76,10,False,False,2025-10-08 22:50:30,22,2,False,0.466
QRY_002222,CUST_0222,My Running Shoes stopped working after 2 weeks. Can you help?,Sports,Technical Support,5.06,2.8,Silver,31.6,6,115.54,11,False,False,2024-11-11 16:24:35,16,0,False,0.336
QRY_002223,CUST_0223,I want to return the Garden Hose I ordered. It doesn't fit properly,Home & Garden,Returns,3.58,2.5,Bronze,4.2,17,176.14,13,False,False,2025-01-08 05:23:42,5,2,False,0.379
QRY_002224,CUST_0224,How do I reset my Comic Book to factory settings?,Books,Technical Support,2.53,3.2,Silver,16.5,13,121.31,10,False,False,2024-11-01 12:18:32,12,4,False,0.065
QRY_002225,CUST_0225,I need to update my billing address for order #ORD406474,Books,Billing,2.88,4.4,Bronze,134.6,8,137.13,10,True,False,2025-01-08 13:10:39,13,2,False,0.154
QRY_002226,CUST_0226,I ordered Couch but received Basketball instead,Home & Garden,Returns,3.3,3.6,Gold,31.2,15,66.57,7,False,False,2025-10-16 07:55:42,7,3,False,0.089
QRY_002227,CUST_0227,The Lawn Mower makes a strange noise when I use it,Home & Garden,Technical Support,6.59,2.2,Bronze,11.1,16,234.2,11,False,False,2024-11-07 15:31:50,15,3,False,0.198
QRY_002228,CUST_0228,What's the difference between Bike Helmet and Tennis Racket?,Sports,Product Info,0.97,5.0,Silver,49.6,17,127.06,9,False,False,2025-01-23 12:57:58,12,3,False,0.057
QRY_002229,CUST_0229,I want to return the Garden Hose I ordered. It doesn't fit properly,Home & Garden,Returns,7.06,2.0,Bronze,21.5,18,223.83,13,False,False,2025-02-01 00:28:27,0,5,True,0.442
QRY_002230,CUST_0230,I need to update my billing address for order #ORD857009,Books,Billing,2.25,3.6,Silver,3.4,8,219.0,10,True,False,2025-09-21 00:29:41,0,6,True,0.368
QRY_002231,CUST_0231,How do I reset my Comic Book to factory settings?,Books,Technical Support,1.26,4.0,Platinum,4.8,16,177.18,10,False,False,2024-12-28 03:13:32,3,5,True,0.253
QRY_002232,CUST_0232,Can I return this Dress even though it's been 40 days?,Clothing,Returns,2.86,4.2,Silver,17.4,10,131.47,11,False,False,2024-12-20 13:03:10,13,4,False,0.282
QRY_002233,CUST_0233,When will the Running Shoes be back in stock?,Sports,Product Info,1.75,4.5,Bronze,11.9,22,85.27,9,False,False,2025-04-20 07:28:02,7,6,True,0.082
QRY_002234,CUST_0234,My package was delivered but I wasn't home. Where is it now?,Books,Shipping,0.98,4.8,Gold,3.4,22,208.04,12,False,False,2025-10-07 01:31:11,1,1,False,0.216
QRY_002235,CUST_0235,My order #ORD727016 was supposed to arrive yesterday but I haven't received it,Clothing,Shipping,1.1,4.1,Bronze,1.8,8,199.81,13,True,False,2025-08-17 18:15:18,18,6,True,0.225
QRY_002236,CUST_0236,When will the Dumbbells be back in stock?,Sports,Product Info,1.05,4.2,Silver,6.9,13,125.31,8,False,False,2025-05-30 07:24:11,7,4,False,0.266
QRY_002237,CUST_0237,I need to update my billing address for order #ORD697800,Books,Billing,3.15,2.6,Bronze,4.4,14,169.1,10,True,False,2025-09-02 11:06:12,11,1,False,0.336
QRY_002238,CUST_0238,Can you expedite shipping for order #ORD262541? I need it urgently,Sports,Shipping,0.98,5.0,Silver,48.6,9,171.5,11,True,True,2025-10-15 07:19:09,7,2,False,0.196
QRY_002239,CUST_0239,Is the Vacuum Cleaner compatible with Vacuum Cleaner?,Home & Garden,Product Info,1.93,4.0,Bronze,1.4,3,186.63,8,False,False,2025-08-21 05:37:24,5,3,False,0.377
QRY_002240,CUST_0240,The tracking shows my package is stuck in Bakertown for 3 days,Home & Garden,Shipping,2.17,3.8,Bronze,17.0,3,145.96,12,False,False,2025-04-10 15:00:20,15,3,False,0.168
QRY_002241,CUST_0241,I need a receipt for my purchase #ORD695681 for tax purposes,Sports,Billing,2.04,3.2,Platinum,80.5,13,199.9,11,True,False,2024-11-24 11:45:17,11,6,True,0.14
QRY_002242,CUST_0242,My package was delivered but I wasn't home. Where is it now?,Sports,Shipping,1.29,4.1,Silver,26.4,7,5.19,12,False,False,2025-03-29 19:49:00,19,5,True,0.301
QRY_002243,CUST_0243,The Cookbook makes a strange noise when I use it,Books,Technical Support,2.59,2.6,Bronze,29.3,9,118.81,10,False,False,2025-03-01 19:53:03,19,5,True,0.322
QRY_002244,CUST_0244,The Samsung TV arrived damaged. How do I return it?,Electronics,Returns,3.59,2.2,Gold,4.7,19,245.7,10,False,False,2024-10-23 05:26:21,5,2,False,0.155
QRY_002245,CUST_0245,What's the difference between Bike Helmet and Bike Helmet?,Sports,Product Info,1.09,,Silver,23.1,17,205.28,9,False,False,2025-04-30 15:15:53,15,2,False,0.042
QRY_002246,CUST_0246,I ordered Comic Book but received Tennis Racket instead,Books,Returns,2.74,4.0,Bronze,25.8,11,209.35,9,False,False,2025-03-27 10:45:07,10,3,False,0.407
QRY_002247,CUST_0247,What's the difference between Boots and Jacket?,Clothing,Product Info,1.29,3.4,Bronze,25.7,13,137.79,7,False,False,2025-04-01 00:41:37,0,1,False,0.096
QRY_002248,CUST_0248,How do I reset my Programming Book to factory settings?,Books,Technical Support,2.64,2.4,Bronze,26.4,15,198.2,10,False,False,2025-04-13 20:02:14,20,6,True,0.293
QRY_002249,CUST_0249,Can I return this Boots even though it's been 40 days?,Clothing,Returns,3.08,2.2,Gold,13.7,16,141.35,11,False,False,2025-05-16 10:24:30,10,4,False,0.525
QRY_002250,CUST_0250,I ordered Textbook but received Bike Helmet instead,Books,Returns,3.82,2.9,Bronze,11.0,11,150.78,8,False,False,2025-06-20 21:47:58,21,4,False,0.62
QRY_002251,CUST_0251,I can't connect my Sneakers to WiFi. What should I do?,Clothing,Technical Support,6.92,2.3,Bronze,14.3,9,232.1,11,False,False,2024-11-21 10:58:40,10,3,False,0.258
QRY_002252,CUST_0252,Can you expedite shipping for order #ORD937200? I need it urgently,Home & Garden,Shipping,1.69,3.3,Silver,14.9,11,200.49,11,True,True,2025-04-28 10:19:15,10,0,False,0.624
QRY_002253,CUST_0253,I need a receipt for my purchase #ORD107104 for tax purposes,Electronics,Billing,3.92,2.4,Silver,15.7,11,201.13,11,True,False,2025-08-26 14:45:01,14,1,False,0.26
QRY_002254,CUST_0254,My Boots stopped working after 2 weeks. Can you help?,Clothing,Technical Support,5.32,3.1,Silver,34.7,20,,10,False,False,2025-01-12 04:52:40,4,6,True,0.695
QRY_002255,CUST_0255,My credit card shows a charge of $177.00 but I only ordered items worth $178.00,Sports,Billing,2.8,3.6,Bronze,0.2,10,65.35,15,False,False,2025-01-01 14:14:42,14,2,False,0.019
QRY_002256,CUST_0256,How do I reset my Comic Book to factory settings?,Books,Technical Support,2.97,3.4,Bronze,8.8,15,145.08,10,False,False,2025-03-27 00:19:20,0,3,False,0.206
QRY_002257,CUST_0257,I need to change the delivery address for order #ORD499812,Home & Garden,Shipping,3.09,3.4,Bronze,22.6,14,100.88,10,True,False,2025-08-17 10:05:14,10,6,True,0.102
QRY_002258,CUST_0258,My Basketball stopped working after 2 weeks. Can you help?,Sports,Technical Support,3.73,2.2,Bronze,27.4,8,138.77,10,False,False,2025-02-14 00:38:11,0,4,False,0.028
QRY_002259,CUST_0259,My order #ORD373159 was supposed to arrive yesterday but I haven't received it,Books,Shipping,1.48,4.8,Silver,2.7,13,149.02,13,True,False,2025-03-27 15:26:23,15,3,False,0.411
QRY_002260,CUST_0260,I want to return the Cookbook I ordered. It doesn't fit properly,Books,Returns,2.6,1.9,Gold,19.2,20,,12,False,False,2025-09-09 04:01:57,4,1,False,0.627
QRY_002261,CUST_0261,I need a receipt for my purchase #ORD684191 for tax purposes,Books,Billing,1.25,3.5,Gold,51.7,9,79.87,11,True,False,2025-04-02 15:33:56,15,2,False,0.255
QRY_002262,CUST_0262,I want to return the Textbook I ordered. It doesn't fit properly,Books,Returns,1.6,4.3,Gold,55.3,10,237.48,12,False,False,2025-09-04 10:08:11,10,3,False,0.178
QRY_002263,CUST_0263,What's the difference between Dining Table and Couch?,Home & Garden,Product Info,1.11,4.1,Gold,7.7,16,116.33,8,False,False,2025-07-27 09:59:38,9,6,True,0.172
QRY_002264,CUST_0264,I lost my receipt but want to return this Tennis Racket,Sports,Returns,3.95,2.5,Silver,14.4,13,163.95,11,False,False,2024-12-18 04:17:36,4,2,False,0.362
QRY_002265,CUST_0265,I can't connect my Textbook to WiFi. What should I do?,Books,Technical Support,5.03,2.4,Silver,47.7,9,152.19,11,False,False,2024-12-05 16:58:30,16,3,False,0.002
QRY_002266,CUST_0266,The Tennis Racket arrived damaged. How do I return it?,Sports,Returns,3.81,2.7,Silver,19.0,9,142.65,10,False,False,2025-09-10 01:06:27,1,2,False,0.368
QRY_002267,CUST_0267,I ordered Jeans but received Sneakers instead,Clothing,Returns,2.41,3.4,Silver,16.5,14,233.89,7,False,False,2025-02-19 20:31:14,20,2,False,0.105
QRY_002268,CUST_0268,Can you tell me more about the warranty for Vacuum Cleaner?,Home & Garden,Product Info,1.58,5.0,Silver,113.7,7,122.32,11,False,False,2025-06-18 21:12:35,21,2,False,0.345
QRY_002269,CUST_0269,My package was delivered but I wasn't home. Where is it now?,Home & Garden,Shipping,1.61,3.9,Silver,20.7,9,120.92,12,False,False,2025-05-16 18:53:11,18,4,False,0.448
QRY_002270,CUST_0270,The Dress arrived damaged. How do I return it?,Clothing,Returns,4.0,3.0,Bronze,10.5,6,99.26,9,False,False,2025-04-11 20:20:25,20,4,False,0.175
QRY_002271,CUST_0271,I need to change the delivery address for order #ORD475727,Home & Garden,Shipping,2.91,4.0,Bronze,38.7,9,166.54,10,True,False,2025-02-09 23:00:36,23,6,True,0.303
